"","source","type","bp_length","phase","gene_id","gene_type","gene_name","level","havana_gene","tag","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000125492.9","HAVANA","gene",2341,NA,"ENSG00000125492.9","protein_coding","BARHL1","2","OTTHUMG00000020839.2",NA,2.63420664861585,-2.75106197069563,3.09804405991606,0.0205522897204195,0.038498062779519,-3.07084236222185
"ENSG00000174939.10","HAVANA","gene",2312,NA,"ENSG00000174939.10","protein_coding","ASPHD1","1","OTTHUMG00000132121.5",NA,0.484023485675252,3.28562263221298,3.09625693448556,0.020599908621196,0.038498062779519,-4.32243956779842
"ENSG00000257355.1","HAVANA","gene",542,NA,"ENSG00000257355.1","protein_coding","CTD-2006C1.10","2","OTTHUMG00000169369.1","overlapping_locus",1.99654883120587,-0.458372057465347,3.09560139176911,0.0206174059084961,0.038498062779519,-3.45104606552716
"ENSG00000232564.3","HAVANA","gene",1932,NA,"ENSG00000232564.3","antisense","RP4-591N18.2","2","OTTHUMG00000151147.4",NA,-1.56388997350397,-1.42971141598007,-3.0952174264652,0.0206276619312103,0.038498062779519,-3.24434121437705
"ENSG00000260947.1","HAVANA","gene",3528,NA,"ENSG00000260947.1","lincRNA","RP11-384P7.7","2","OTTHUMG00000175677.1",NA,-1.56388997350397,-1.42971141598007,-3.0952174264652,0.0206276619312103,0.038498062779519,-3.24434121437705
"ENSG00000135336.14","HAVANA","gene",3689,NA,"ENSG00000135336.14","protein_coding","ORC3","2","OTTHUMG00000015179.5",NA,-0.47828280413958,4.13959068788275,-3.0951020600532,0.0206307445426204,0.038498062779519,-4.51671721844263
"ENSG00000257647.1","HAVANA","gene",427,NA,"ENSG00000257647.1","lincRNA","RP11-701H24.3","2","OTTHUMG00000170275.1",NA,-0.948841807586394,0.561075043547776,-3.09462278537413,0.0206435562022507,0.038498062779519,-3.67411646986987
"ENSG00000184012.11","HAVANA","gene",6117,NA,"ENSG00000184012.11","protein_coding","TMPRSS2","2","OTTHUMG00000086762.6",NA,3.67686784086494,-2.2284113335004,3.09318507056456,0.0206820400842504,0.038498062779519,-3.11173907394667
"ENSG00000112062.10","HAVANA","gene",6860,NA,"ENSG00000112062.10","protein_coding","MAPK14","1","OTTHUMG00000159806.3",NA,-0.256471157455437,5.78471536226992,-3.09316926029186,0.0206824637166028,0.038498062779519,-4.83092293552121
"ENSG00000081665.13","HAVANA","gene",8414,NA,"ENSG00000081665.13","protein_coding","ZNF506","1","OTTHUMG00000182367.4","overlapping_locus",-0.412096501756147,3.7910259718757,-3.09302433338916,0.0206863474359499,0.038498062779519,-4.44102799778719
"ENSG00000233325.3","HAVANA","gene",617,NA,"ENSG00000233325.3","transcribed_unprocessed_pseudogene","MIPEPP3","2","OTTHUMG00000016538.2",NA,1.34857042762711,-0.664987993716674,3.0914777941363,0.0207278405699351,0.038498062779519,-3.4363430911683
"ENSG00000225674.1","HAVANA","gene",1750,NA,"ENSG00000225674.1","processed_pseudogene","IPO7P2","1","OTTHUMG00000016575.1","pseudo_consens",0.574786208150733,2.91297227716369,3.09146895171456,0.0207280780686605,0.038498062779519,-4.23594310320874
"ENSG00000007047.14","HAVANA","gene",6668,NA,"ENSG00000007047.14","protein_coding","MARK4","2","OTTHUMG00000181769.2","overlapping_locus",0.268724139029398,5.64518455194287,3.09045554296006,0.0207553167987228,0.038498062779519,-4.8156873910623
"ENSG00000229133.1","HAVANA","gene",582,NA,"ENSG00000229133.1","processed_pseudogene","RPS7P4","1","OTTHUMG00000009206.1","pseudo_consens",-1.92577294251227,-0.314340096628749,-3.09010052660111,0.0207648682277277,0.038498062779519,-3.46282322023349
"ENSG00000100246.12","HAVANA","gene",2430,NA,"ENSG00000100246.12","protein_coding","DNAL4","2","OTTHUMG00000151025.2","overlapping_locus",-0.604084315960083,2.50514274306047,-3.08927372223751,0.0207871312245571,0.038498062779519,-4.1277324228426
"ENSG00000280184.2","HAVANA","gene",2704,NA,"ENSG00000280184.2","TEC","RP3-466P17.3","2","OTTHUMG00000192184.1",NA,-1.22461835049394,-0.618758564737228,-3.08755443499686,0.0208335086744018,0.038498062779519,-3.43586010572056
"ENSG00000163006.11","HAVANA","gene",5796,NA,"ENSG00000163006.11","protein_coding","CCDC138","1","OTTHUMG00000130980.5","overlapping_locus",0.580499453238567,2.27260247037124,3.08666117816126,0.0208576484111745,0.038498062779519,-4.08445204844231
"ENSG00000152439.12","HAVANA","gene",8073,NA,"ENSG00000152439.12","protein_coding","ZNF773","2","OTTHUMG00000183403.2","overlapping_locus",-0.442473434802217,3.19556697370399,-3.08527354179618,0.0208952086645382,0.038498062779519,-4.30735027646882
"ENSG00000226478.3","HAVANA","gene",1126,NA,"ENSG00000226478.3","processed_pseudogene","UPF3AP1","1","OTTHUMG00000059169.1","pseudo_consens",0.620659437060357,2.44439861303768,3.08500359129324,0.0209025241507597,0.038498062779519,-4.12828933167139
"ENSG00000229562.1","HAVANA","gene",1724,NA,"ENSG00000229562.1","processed_pseudogene","ZFYVE9P1","1","OTTHUMG00000022526.1","pseudo_consens",2.3217888696574,-1.7743393217935,3.08453078249631,0.0209153436624821,0.038498062779519,-3.18206181381899
"ENSG00000213398.7","HAVANA","gene",2625,NA,"ENSG00000213398.7","protein_coding","LCAT","1","OTTHUMG00000137551.5","overlapping_locus",-0.404181488236198,3.64185733194485,-3.08424416007308,0.0209231191578366,0.038498062779519,-4.41816751621357
"ENSG00000217576.7","HAVANA","gene",3796,NA,"ENSG00000217576.7","processed_transcript","RP11-248G5.8","2","OTTHUMG00000185730.1","overlapping_locus",-0.71625333011924,1.93289543003501,-3.08414708088689,0.0209257534335825,0.038498062779519,-3.99536052110519
"ENSG00000142534.6","HAVANA","gene",1390,NA,"ENSG00000142534.6","protein_coding","RPS11","2","OTTHUMG00000183156.3","ncRNA_host",-0.198989190509272,8.51955454625748,-3.08332508016718,0.0209480731195231,0.038498062779519,-5.22278168648343
"ENSG00000157021.9","HAVANA","gene",890,NA,"ENSG00000157021.9","unprocessed_pseudogene","FAM92A1P1","2","OTTHUMG00000167701.3",NA,-0.731194532539591,1.13934205894727,-3.08315565840224,0.0209526766170868,0.038498062779519,-3.81750239919501
"ENSG00000188981.10","HAVANA","gene",7553,NA,"ENSG00000188981.10","protein_coding","MSANTD1","1","OTTHUMG00000159977.4",NA,1.53879137905564,-0.310228136257589,3.08207327404503,0.0209821128805641,0.038498062779519,-3.51365818927728
"ENSG00000238164.6","HAVANA","gene",6137,NA,"ENSG00000238164.6","antisense","RP3-395M20.8","2","OTTHUMG00000000818.3",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000224315.2","HAVANA","gene",703,NA,"ENSG00000224315.2","processed_pseudogene","RPL7P7","1","OTTHUMG00000001775.2","overlapping_locus",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000222511.2","ENSEMBL","gene",103,NA,"ENSG00000222511.2","misc_RNA","Y_RNA","3",NA,NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000233623.2","HAVANA","gene",680,NA,"ENSG00000233623.2","processed_pseudogene","PGAM1P11","1","OTTHUMG00000001802.2","overlapping_locus",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000279169.2","HAVANA","gene",2300,NA,"ENSG00000279169.2","protein_coding","PRAMEF13","2","OTTHUMG00000189240.2",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000230523.1","HAVANA","gene",2148,NA,"ENSG00000230523.1","lincRNA","LINC01756","2","OTTHUMG00000003931.1",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000235358.1","HAVANA","gene",1468,NA,"ENSG00000235358.1","lincRNA","RP11-399E6.1","1","OTTHUMG00000005710.1",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000186973.10","HAVANA","gene",843,NA,"ENSG00000186973.10","protein_coding","FAM183A","1","OTTHUMG00000007286.4",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000186094.16","HAVANA","gene",7462,NA,"ENSG00000186094.16","protein_coding","AGBL4","2","OTTHUMG00000007793.5","overlapping_locus",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000272175.1","HAVANA","gene",280,NA,"ENSG00000272175.1","antisense","RP4-657D16.6","2","OTTHUMG00000185785.1",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000224209.7","HAVANA","gene",4490,NA,"ENSG00000224209.7","processed_transcript","LINC00466","2","OTTHUMG00000009143.3","ncRNA_host",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000226891.7","HAVANA","gene",6617,NA,"ENSG00000226891.7","processed_transcript","LINC01359","2","OTTHUMG00000009307.3","overlapping_locus",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000178965.13","HAVANA","gene",8779,NA,"ENSG00000178965.13","protein_coding","ERICH3","2","OTTHUMG00000009622.5",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000221986.6","HAVANA","gene",1789,NA,"ENSG00000221986.6","protein_coding","MYBPHL","2","OTTHUMG00000012002.1",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000198765.11","HAVANA","gene",4338,NA,"ENSG00000198765.11","protein_coding","SYCP1","2","OTTHUMG00000012057.2",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000223575.2","HAVANA","gene",957,NA,"ENSG00000223575.2","processed_pseudogene","RBMX2P3","1","OTTHUMG00000012340.2","overlapping_locus",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000168509.19","HAVANA","gene",2418,NA,"ENSG00000168509.19","protein_coding","HFE2","2","OTTHUMG00000013748.6",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000274428.1","ENSEMBL","gene",160,NA,"ENSG00000274428.1","snRNA","U1","3",NA,NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000272480.1","HAVANA","gene",391,NA,"ENSG00000272480.1","unprocessed_pseudogene","OR13Z3P","2","OTTHUMG00000185764.2",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000201699.1","ENSEMBL","gene",162,NA,"ENSG00000201699.1","snRNA","RNU1-59P","3",NA,NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000143365.17","HAVANA","gene",6314,NA,"ENSG00000143365.17","protein_coding","RORC","2","OTTHUMG00000013053.2","overlapping_locus",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000270361.1","HAVANA","gene",690,NA,"ENSG00000270361.1","lincRNA","RP11-307C12.13","2","OTTHUMG00000185167.1",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000264349.1","ENSEMBL","gene",91,NA,"ENSG00000264349.1","miRNA","MIR4258","3",NA,NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000234937.1","HAVANA","gene",941,NA,"ENSG00000234937.1","processed_pseudogene","RP11-101O6.2","1","OTTHUMG00000014102.1","pseudo_consens",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000117091.9","HAVANA","gene",3274,NA,"ENSG00000117091.9","protein_coding","CD48","2","OTTHUMG00000024009.2",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000198358.4","HAVANA","gene",2136,NA,"ENSG00000198358.4","antisense","RP11-544M22.1","2","OTTHUMG00000028603.1","overlapping_locus",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000228697.2","HAVANA","gene",2476,NA,"ENSG00000228697.2","lincRNA","RP5-968D22.3","2","OTTHUMG00000040769.2",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000227777.1","HAVANA","gene",618,NA,"ENSG00000227777.1","processed_pseudogene","RP4-738P11.3","1","OTTHUMG00000034552.1","pseudo_consens",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000224977.1","HAVANA","gene",335,NA,"ENSG00000224977.1","lincRNA","RP11-160H22.3","2","OTTHUMG00000034820.1",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000143851.15","HAVANA","gene",5906,NA,"ENSG00000143851.15","protein_coding","PTPN7","1","OTTHUMG00000035931.7",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000226862.1","HAVANA","gene",314,NA,"ENSG00000226862.1","antisense","RP11-569A11.1","2","OTTHUMG00000041394.1",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000272562.1","HAVANA","gene",490,NA,"ENSG00000272562.1","antisense","RP11-396C23.4","2","OTTHUMG00000186458.1",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000223963.2","HAVANA","gene",2115,NA,"ENSG00000223963.2","processed_pseudogene","THAP12P8","1","OTTHUMG00000039933.2","pseudo_consens",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000197769.5","HAVANA","gene",1182,NA,"ENSG00000197769.5","protein_coding","MAP1LC3C","2","OTTHUMG00000039865.1",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000230199.1","HAVANA","gene",80,NA,"ENSG00000230199.1","processed_pseudogene","RP11-331N16.1","2","OTTHUMG00000057837.1",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000232638.1","HAVANA","gene",402,NA,"ENSG00000232638.1","lincRNA","RP11-379F12.4","1","OTTHUMG00000017642.1",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000260589.1","HAVANA","gene",2595,NA,"ENSG00000260589.1","antisense","STAM-AS1","2","OTTHUMG00000176135.1",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000231976.8","HAVANA","gene",1287,NA,"ENSG00000231976.8","transcribed_unprocessed_pseudogene","LINC00202-2","2","OTTHUMG00000017842.2",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000233343.1","HAVANA","gene",335,NA,"ENSG00000233343.1","processed_pseudogene","ATP6V1G1P4","1","OTTHUMG00000017951.1","overlapping_locus",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000170324.20","HAVANA","gene",8791,NA,"ENSG00000170324.20","protein_coding","FRMPD2","2","OTTHUMG00000018171.6",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000227121.1","HAVANA","gene",415,NA,"ENSG00000227121.1","lincRNA","RP11-319F12.2","2","OTTHUMG00000018255.1",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000234806.1","HAVANA","gene",438,NA,"ENSG00000234806.1","processed_pseudogene","RPL26P29","1","OTTHUMG00000018351.1","pseudo_consens",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000236217.4","HAVANA","gene",426,NA,"ENSG00000236217.4","processed_pseudogene","C1DP2","1","OTTHUMG00000018599.2","pseudo_consens",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000231829.2","HAVANA","gene",420,NA,"ENSG00000231829.2","lincRNA","RP11-310E22.5","2","OTTHUMG00000018806.2",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000120057.4","HAVANA","gene",1836,NA,"ENSG00000120057.4","protein_coding","SFRP5","2","OTTHUMG00000018866.1",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000182645.5","HAVANA","gene",1777,NA,"ENSG00000182645.5","protein_coding","CCDC172","2","OTTHUMG00000019098.2",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000230098.1","HAVANA","gene",472,NA,"ENSG00000230098.1","antisense","TCERG1L-AS1","2","OTTHUMG00000019275.1",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000233435.2","HAVANA","gene",2106,NA,"ENSG00000233435.2","processed_pseudogene","AGGF1P2","1","OTTHUMG00000019330.2","pseudo_consens",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000283920.1","ENSEMBL","gene",71,NA,"ENSG00000283920.1","miRNA","MIR6743","3",NA,NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000243562.3","ENSEMBL","gene",295,NA,"ENSG00000243562.3","misc_RNA","RN7SL838P","3",NA,NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000242180.3","HAVANA","gene",939,NA,"ENSG00000242180.3","protein_coding","OR51B5","2","OTTHUMG00000066676.2","overlapping_locus",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000167355.7","HAVANA","gene",2771,NA,"ENSG00000167355.7","processed_transcript","AC104389.28","2","OTTHUMG00000066670.2","overlapping_locus",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000251381.7","HAVANA","gene",2870,NA,"ENSG00000251381.7","lincRNA","LINC00958","1","OTTHUMG00000165904.3",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000184669.7","HAVANA","gene",1370,NA,"ENSG00000184669.7","transcribed_unprocessed_pseudogene","OR7E14P","1","OTTHUMG00000165955.3","pseudo_consens",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000196666.4","HAVANA","gene",1388,NA,"ENSG00000196666.4","protein_coding","FAM180B","2","OTTHUMG00000167871.1",NA,1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
"ENSG00000254801.1","HAVANA","gene",249,NA,"ENSG00000254801.1","processed_pseudogene","CTD-2132H18.3","1","OTTHUMG00000166639.1","pseudo_consens",1.85945549854254,-3.14730259587592,3.08199121680462,0.0209843463179391,0.038498062779519,-3.05244550068916
